Posicao;Nome;Curso;Opcao;Grupo;Media
1096;Solomon Wells Lara;Geografia - Sorocaba;1;4;763.75
1097;Driscoll Sanders Parsons;Engenharia Eletrica - Sao Carlos;2;5;763.71
1098;Tamekah Chapman Mcknight;Geografia - Sorocaba;2;1;763.63
1099;Sonia Bates Reilly;Matematica - Sao Carlos;2;5;763.57
1100;Mariko Howell Dickson;Engenharia de alimentos - Lagoa do Sino;1;2;763.22
1101;Adria Adkins Lang;Pedagogia - Sao Carlos;1;4;763.14
1102;Britanni House Delacruz;Gerontologia - Sao Carlos;1;3;763.11
1103;Marcia Stein Leon;Matematica - Sorocaba;2;2;763.00
1104;Gary Shepard Payne;Ciencias Biologicas - Sao Carlos;1;3;763.00
1105;Kamal Hoffman Guerra;Ciencias Biologicas - Sorocaba;1;4;763.00
1106;Gareth;Agroecologia - Araras;1;5;762.86
1107;Bertha Livingston Nieves;Ciencia da Computacao - Sorocaba;2;1;762.75
1108;Bradley Barrera Farmer;Quimica - Sorocaba;1;5;762.67
1109;Catherine Lamb Whitfield;Ciencias Biologicas - Sorocaba;1;5;762.63
1110;Cyrus Norman Chandler;Engenharia Civil - Sao Carlos;2;2;762.63
1111;Miriam Cantrell Armstrong;Engenharia Mecanica - Sao Carlos;2;2;762.57
1112;Yen Horton Mcneil;Fisica - Araras;1;3;762.56
1113;Colleen Cook Peck;Pedagogia - Sorocaba;2;3;762.50
1114;Demetrius Moore Short;Ciencia da Computacao - Sao Carlos;2;2;762.25
1115;Azalia Welch Finch;Gerontologia - Sao Carlos;1;4;762.22
1116;Meredith Kline Duke;Estatistica - Sao Carlos;2;1;762.14
1117;Seth Frederick Mcfarland;Ciencia da Computacao - Sao Carlos;1;3;762.13
1118;Aspen Good Puckett;Ciencias Biologicas - Sao Carlos;2;5;762.13
1119;Libby Carpenter Mercado;Engenharia de Computacao - Sao Carlos;1;5;762.13
1120;Ginger Orr Trujillo;Engenharia de alimentos - Lagoa do Sino;2;3;762.11
1121;Arsenio Beck Phelps;Psicologia - Sao Carlos;1;2;762.11
1122;Plato Coffey Galloway;Quimica - Araras;1;3;762.00
1123;Zachery;Biotecnologia - Araras;1;5;761.89
1124;Sebastian Cannon Castillo;Engenharia Ambiental - Lagoa do Sino;1;1;761.89
1125;Whoopi Moore Garza;Fisioterapia - Sao Carlos;1;1;761.88
1126;Peter Cervantes Reese;Engenharia Mecanica - Sao Carlos;1;1;761.86
1127;Leonard Brock Mccormick;Terapia Ocupacional - Sao Carlos;1;5;761.67
1128;Quynn Hudson Figueroa;Quimica - Araras;2;2;761.56
1129;Nerea Mullen Quinn;Gerontologia - Sao Carlos;1;3;761.56
1130;Keane Kane Compton;Biotecnologia - Sao Carlos;2;5;761.50
1131;TaShya Hogan Mccormick;Ciencias Biologicas - Sao Carlos;1;1;761.50
1132;Chaney Mccoy Mccall;Estatistica - Sao Carlos;1;4;761.29
1133;Alec Washington Beard;Fisica - Sao Carlos;1;1;761.14
1134;Blythe Fitzgerald Nixon;Engenharia de Materiais - Sao Carlos;1;5;761.14
1135;Gray Rich Hobbs;Administracao - Sorocaba;1;1;761.13
1136;Nichole Foreman Grimes;Gerontologia - Sao Carlos;1;1;761.11
1137;Steven Padilla Meadows;Medicina - Sao Carlos;2;3;761.00
1138;Nayda;Ciencias Biologicas - Araras;1;5;761.00
1139;Olga Burns Murray;Quimica - Araras;1;3;761.00
1140;Yoshi Farley Miller;Filosofia - Sao Carlos;1;5;761.00
1141;Kibo Barnett Navarro;Agroecologia - Araras;1;4;761.00
1142;Sara Murray Strickland;Pedagogia - Sorocaba;2;5;760.88
1143;Shana Garza Fisher;Ciencia da Computacao - Sao Carlos;1;1;760.88
1144;Cara Wolf Mann;Engenharia Civil - Sao Carlos;1;1;760.88
1145;Philip;Ciencias Biologicas - Araras;1;5;760.75
1146;Brent Adams Matthews;Fisioterapia - Sao Carlos;1;2;760.75
1147;Ria Salas Hernandez;Engenharia Quimica - Sao Carlos;2;2;760.71
1148;Ciaran Moses Wooten;Estatistica - Sao Carlos;2;1;760.57
1149;Ursula Vang Gates;Engenharia Eletrica - Sao Carlos;1;3;760.57
1150;Macey Manning Gordon;Gerontologia - Sao Carlos;1;1;760.56
1151;Eaton Hardin Whitley;Turismo - Sorocaba;1;5;760.56
1152;Natalie Hull Henderson;Administracao - Sorocaba;2;3;760.50
1153;Idona Harrington Weeks;Ciencias Econimcas - Sorocaba;1;2;760.33
1154;Justin Padilla Espinoza;Fisica - Araras;1;5;760.33
1155;Lucian Kemp Green;Engenharia Quimica - Sao Carlos;1;5;760.14
1156;Reuben Galloway Mills;Ciencias Sociais - Sao Carlos;2;1;760.14
1157;Ahmed Lara Farmer;Engenharia Civil - Sao Carlos;1;1;760.13
1158;Jermaine Hampton Duncan;Pedagogia - Sorocaba;1;3;760.13
1159;Stuart Jones Cooke;Engenharia de Materiais - Sao Carlos;1;1;760.00
1160;Montana Aguilar Calderon;Engenharia Ambiental - Lagoa do Sino;1;4;759.89
1161;Kiona Price Kemp;Ciencia da Computacao - Sorocaba;1;3;759.88
1162;Natalie Bryant Fowler;Ciencias Biologicas - Sao Carlos;1;5;759.88
1163;Carly Decker Livingston;Geografia - Sorocaba;1;1;759.63
1164;Katelyn Ferguson Delaney;Traducao e Interpretacao em Lingua Brasileira de Sinais - Libras/Lingua Portuguesa - Sao Carlos;1;5;759.43
1165;Pamela Fowler Curtis;Ciencia da Computacao - Sorocaba;2;3;759.38
1166;Zoe Blevins Kline;Fisica - Sao Carlos;2;1;759.29
1167;Isaac Hyde Barron;Ciencias Sociais - Sao Carlos;1;1;759.14
1168;Kenyon Cote Church;Matematica - Sao Carlos;1;3;759.00
1169;Scarlett Cherry Holman;Turismo - Sorocaba;1;2;758.89
1170;Candice House Parker;Ciencias Biologicas - Sao Carlos;1;1;758.88
1171;Rinah Salazar Durham;Imagem Som - Sao Carlos;1;3;758.75
1172;Hillary Acosta Jarvis;Engenharia Civil - Sao Carlos;2;1;758.75
1173;Kay Chen Reese;Geografia - Sorocaba;1;2;758.75
1174;September Ware Hester;Engenharia Agronomica - Araras;1;3;758.71
1175;Benedict Schneider Heath;Enfermagem - Sao Carlos;1;5;758.63
1176;Dai Nichols Marks;Engenharia Agronomica - Lagoa do Sino;1;1;758.56
1177;Jaime Wong Bryant;Engenharia de alimentos - Lagoa do Sino;2;1;758.44
1178;Hu Yang Pope;Matematica - Sao Carlos;1;4;758.14
1179;Hyatt Wheeler Jensen;Imagem Som - Sao Carlos;1;3;758.13
1180;Zachery Camacho Dixon;Matematica - Sao Carlos;1;2;758.00
1181;Anjolie Cruz Clay;Engenharia Agronomica - Lagoa do Sino;1;5;758.00
1182;Maia Flores Powers;Filosofia - Sao Carlos;1;1;757.75
1183;Kylan Rivers Hubbard;Engenharia Civil - Sao Carlos;2;3;757.63
1184;Candice Mccray Glass;Linguistica - Sao Carlos;2;3;757.63
1185;Hiroko Thornton Ray;Matematica - Sao Carlos;1;3;757.57
1186;Honorato Jackson Maxwell;Terapia Ocupacional - Sao Carlos;1;4;757.44
1187;Jelani Roach Mcguire;Ciencias Sociais - Sao Carlos;1;2;757.43
1188;Henry Gay England;Engenharia Civil - Sao Carlos;1;3;757.38
1189;Robin Daugherty Solis;Engenharia Quimica - Sao Carlos;1;5;757.29
1190;Alvin Short York;Engenharia Agronomica - Araras;1;3;757.29
1191;TaShya Webster Weiss;Psicologia - Sao Carlos;1;4;757.22
1192;Kato Madden Dickson;Geografia - Sorocaba;2;1;757.13
1193;Trevor Cooper Hunt;Engenharia Civil - Sao Carlos;1;5;757.13
1194;Jenna Joyner Salinas;Engenharia Agronomica - Lagoa do Sino;1;5;757.11
1195;Aline Cardenas Fitzgerald;Turismo - Sorocaba;1;5;757.00
1196;Piper;Agroecologia - Araras;2;4;757.00
1197;May Williamson Snyder;Terapia Ocupacional - Sao Carlos;2;4;756.89
1198;Dean Hurst Morales;Ciencias Biologicas - Araras;2;5;756.63
1199;Gloria Lane Dejesus;Pedagogia - Sorocaba;1;3;756.63
1200;Cassandra Mills Terrell;Ciencias Econimcas - Sorocaba;1;3;756.44
1201;Myra Dickson Nelson;Agroecologia - Araras;2;5;756.43
1202;Jayme Huffman Daniel;Matematica - Sao Carlos;1;5;756.43
1203;William Hicks Strickland;Geografia - Sorocaba;1;3;756.38
1204;Calvin Stafford Fields;Ciencia da Computacao - Sao Carlos;1;5;756.25
1205;Brielle Blanchard Rich;Educacao Especial - Sao Carlos;2;1;756.00
1206;Aiko Montgomery Fletcher;Gestao e Analise Ambiental - Sao Carlos;2;5;756.00
1207;Dexter Nielsen Vang;Engenharia de Producao - Sorocaba;1;1;755.75
1208;Oliver Browning Rowland;Ciencia da Computacao - Sao Carlos;2;5;755.63
1209;Jamalia;Agroecologia - Araras;2;4;755.57
1210;Reuben Odom Sharp;Enfermagem - Sao Carlos;1;5;755.50
1211;Timothy Becker Talley;Fisica - Sorocaba;1;5;755.44
1212;Lewis Cain Aguilar;Traducao e Interpretacao em Lingua Brasileira de Sinais - Libras/Lingua Portuguesa - Sao Carlos;1;3;755.43
1213;Maite Oneal Stout;Matematica - Sao Carlos;1;4;755.29
1214;Illiana Decker Garrison;Ciencias Econimcas - Sorocaba;2;3;755.22
1215;Adara Hensley Bell;Engenharia Mecanica - Sao Carlos;1;3;754.86
1216;Portia Bryan Woods;Turismo - Sorocaba;1;5;754.78
1217;Oleg York Mclaughlin;Ciencia da Computacao - Sao Carlos;2;5;754.75
1218;Ashely Pugh Thornton;Letras - Sao Carlos;1;4;754.75
1219;Ezra King Merrill;Engenharia Eletrica - Sao Carlos;1;2;754.71
1220;Ainsley Decker Collier;Fisica - Araras;1;5;754.33
1221;Hanna Barnett Morrow;Medicina - Sao Carlos;2;4;754.29
1222;Kibo Nieves West;Engenharia Mecanica - Sao Carlos;1;4;754.29
1223;Jeanette Campbell Shepherd;Administracao - Sorocaba;2;4;754.25
1224;Hilary Robles Burris;Enhenharia de Producao - Sao Carlos;1;1;754.14
1225;Bryar Palmer Forbes;Engenharia Eletrica - Sao Carlos;1;5;754.14
1226;Summer Browning Grant;Ciencia da Computacao - Sorocaba;2;3;754.13
1227;Rama Bond Hill;Ciencias Econimcas - Sorocaba;1;3;754.11
1228;Elvis Murray Velasquez;Geografia - Sorocaba;2;5;754.00
1229;Aristotle Sanchez Grant;Linguistica - Sao Carlos;1;2;754.00
1230;Stuart Macias Watkins;Ciencias Sociais - Sao Carlos;2;2;753.57
1231;Eric Woodward King;Administracao - Sorocaba;2;5;753.50
1232;Wyatt Brock Bruce;Enhenharia de Producao - Sao Carlos;2;3;753.29
1233;Rahim Mcintosh Salinas;Geografia - Sorocaba;2;2;753.13
1234;Lane Kelly England;Filosofia - Sao Carlos;1;1;752.75
1235;Erica Orr Cohen;Estatistica - Sao Carlos;1;5;752.57
1236;Tana Rivers Moran;Engenharia Fisica - Sao Carlos;1;5;752.57
1237;Ashton Morse Clarke;Ciencias Biologicas - Sorocaba;1;1;752.38
1238;Mannix Lambert Underwood;Engenharia Eletrica - Sao Carlos;2;5;752.14
1239;Aladdin Barlow Price;Imagem Som - Sao Carlos;1;3;752.13
1240;Dai Lester Brown;Filosofia - Sao Carlos;2;1;752.00
1241;Quinn Boyle Roy;Agroecologia - Araras;1;5;752.00
1242;Alfonso Lloyd Swanson;Pedagogia - Sorocaba;2;4;751.88
1243;Jana Cash Jones;Biblioteconomia - Sao Carlos;2;1;751.75
1244;Macon Molina Wheeler;Fisica - Sorocaba;1;5;751.67
1245;Leroy Gould Fry;Geografia - Sorocaba;2;1;751.63
1246;Echo Erickson Clayton;Engenharia de Computacao - Sao Carlos;2;1;751.50
1247;Sebastian Kennedy Blackwell;Pedagogia - Sao Carlos;1;1;751.43
1248;Hope Bruce Boyd;Engenharia de Producao - Sorocaba;1;1;751.38
1249;Tallulah Carter Grimes;Engenharia de Computacao - Sao Carlos;1;2;751.38
1250;Sigourney Humphrey Greene;Ciencias Econimcas - Sorocaba;1;1;751.33
1251;Tallulah Finch Hall;Administracao - Sorocaba;1;3;751.25
1252;Alfonso House Daugherty;Engenharia de Producao - Sorocaba;1;3;751.13
1253;Quyn Nieves Hess;Fisica - Araras;1;1;751.11
1254;Idola David Gilliam;Engenharia de Producao - Sorocaba;2;2;751.00
1255;Fatima Ashley Pope;Biblioteconomia - Sao Carlos;2;3;750.75
1256;Shelby Torres Huff;Biblioteconomia - Sao Carlos;1;5;750.75
1257;Emery Howe Meyer;Engenharia Quimica - Sao Carlos;2;3;750.71
1258;Genevieve Benson Hatfield;Ciencias Econimcas - Sorocaba;1;2;750.44
1259;Daryl Pearson Barker;Quimica - Sao Carlos;2;5;750.40
1260;Cheyenne Washington Thompson;Engenharia de Producao - Sorocaba;2;3;750.38
1261;Maisie Travis May;Terapia Ocupacional - Sao Carlos;1;5;749.89
1262;Julian Dennis Massey;Biotecnologia - Sao Carlos;2;2;749.75
1263;Cailin Hendricks Price;Pedagogia - Sorocaba;1;3;749.50
1264;Bruno Carver Jones;Engenharia de Materiais - Sao Carlos;1;1;749.43
1265;Derek Duncan Brock;Enhenharia de Producao - Sao Carlos;1;3;749.43
1266;Bo Mullins Blair;Estatistica - Sao Carlos;2;1;749.43
1267;Imani Suarez Buckley;Fisioterapia - Sao Carlos;2;3;749.38
1268;Teagan Eaton Madden;Engenharia Ambiental - Lagoa do Sino;1;3;749.33
1269;Amena Steele Ferrell;Ciencia da Computacao - Sao Carlos;1;3;749.25
1270;Isadora Bond Pruitt;Engenharia Florestal - Sorocaba;1;5;749.25
1271;Erica Daniel Walters;Pedagogia - Sorocaba;2;3;749.13
1272;Reece Farley Chase;Ciencia da Computacao - Sao Carlos;1;2;748.88
1273;Lenore Payne Hyde;Geografia - Sorocaba;1;3;748.88
1274;Sage Suarez Adkins;Matematica - Sao Carlos;1;3;748.86
1275;Hanae Joyce Allen;Engenharia Quimica - Sao Carlos;1;4;748.86
1276;Gabriel Haley Keith;Educacao Especial - Sao Carlos;1;3;748.86
1277;Stewart Doyle Byrd;Educacao Fisica - Sao Carlos;1;5;748.83
1278;Nyssa Bonner Hickman;Ciencias Econimcas - Sorocaba;1;2;748.78
1279;Britanni Sparks Martin;Pedagogia - Sorocaba;2;3;748.75
1280;Bell Morrison Nunez;Traducao e Interpretacao em Lingua Brasileira de Sinais - Libras/Lingua Portuguesa - Sao Carlos;2;4;748.71
1281;Gay Burke Gallagher;Quimica - Sorocaba;1;5;748.67
1282;Scarlett Whitaker Delacruz;Engenharia de Materiais - Sao Carlos;1;3;748.57
1283;Nina Bernard Riggs;Pedagogia - Sao Carlos;1;1;748.57
1284;Francis Cochran Farley;Engenharia de Computacao - Sao Carlos;1;1;748.50
1285;Carissa Mooney Ware;Ciencias Biologicas - Sao Carlos;1;3;748.38
1286;Mallory Buck Cameron;Administracao - Sorocaba;1;1;748.38
1287;Keelie Washington Hoffman;Traducao e Interpretacao em Lingua Brasileira de Sinais - Libras/Lingua Portuguesa - Sao Carlos;1;2;748.14
1288;Sade Whitney Hopper;Ciencias Econimcas - Sorocaba;2;1;748.00
1289;Kristen Wong Dean;Fisioterapia - Sao Carlos;2;3;747.75
1290;Maggie Weeks Simon;Engenharia Quimica - Sao Carlos;1;5;747.71
1291;Micah Stevenson Salazar;Medicina - Sao Carlos;1;5;747.71
1292;Gannon Gordon Camacho;Enhenharia de Producao - Sao Carlos;1;2;747.57
1293;Jesse Sutton Mcpherson;Engenharia Quimica - Sao Carlos;1;5;747.57
1294;Kennan Vinson Mclean;Letras - Sao Carlos;1;4;747.50
1295;Finn Kaufman Donaldson;Biblioteconomia - Sao Carlos;1;5;747.50
1296;Garrison Vaughn Snyder;Engenharia Quimica - Sao Carlos;1;5;747.43
1297;Medge Roach Dixon;Pedagogia - Sao Carlos;1;5;747.14
1298;Judah Knight Avila;Administracao - Sorocaba;2;4;747.00
1299;Jaime Steele Mcclain;Ciencias Sociais - Sao Carlos;2;4;746.71
1300;Caryn Mccarthy Mckee;Medicina - Sao Carlos;1;5;746.57
1301;Naomi Hubbard Dorsey;Matematica - Sao Carlos;2;3;746.43
1302;Karyn Osborne Maldonado;Ciencias Biologicas - Sorocaba;1;5;746.38
1303;Leslie Kerr Joyner;Engenharia Agronomica - Lagoa do Sino;1;5;746.22
1304;Fritz Blake Bolton;Pedagogia - Sao Carlos;2;5;746.14
1305;Montana Doyle Roth;Matematica - Sao Carlos;1;5;746.14
1306;Willa Marquez Hensley;Terapia Ocupacional - Sao Carlos;2;5;746.11
1307;Amelia Schneider Cherry;Matematica - Sorocaba;1;5;746.00
1308;Jonah Mcintyre Franks;Fisica - Araras;1;1;745.89
1309;Christian Ramos Bird;Engenharia de alimentos - Lagoa do Sino;1;2;745.89
1310;Anika Watkins Fletcher;Biotecnologia - Sao Carlos;1;5;745.75
1311;Abigail Finch Aguirre;Engenharia Civil - Sao Carlos;1;2;745.63
1312;Cassady Cantu Meadows;Geografia - Sorocaba;1;5;745.50
1313;Wyoming Foley Evans;Engenharia de alimentos - Lagoa do Sino;1;3;745.44
1314;Irene Ryan Hammond;Imagem Som - Sao Carlos;1;3;745.38
1315;Whitney Allison Harvey;Ciencias Biologicas - Sorocaba;1;4;745.38
1316;Tate Payne Lyons;Pedagogia - Sao Carlos;1;1;745.14
1317;Brenda Houston Santos;Administracao - Sorocaba;1;5;745.00
1318;Hyatt Robles Reynolds;Engenharia de alimentos - Lagoa do Sino;1;1;745.00
1319;Chaim Ortiz Rodriquez;Ciencias Biologicas - Sorocaba;1;5;745.00
1320;Gisela Harrison Casey;Biotecnologia - Araras;2;5;744.89
1321;Sandra Rocha Johns;Engenharia Quimica - Sao Carlos;2;5;744.86
1322;Wylie Mueller Aguirre;Fisica - Sao Carlos;1;5;744.86
1323;John;Ciencias Biologicas - Araras;1;5;744.75
1324;Rowan Stevenson Bird;Engenharia Quimica - Sao Carlos;1;4;744.71
1325;Risa Bowers Moss;Ciencia da Computacao - Sorocaba;2;5;744.63
1326;Naomi Bond Gibbs;Fisica - Sorocaba;1;3;744.56
1327;Bradley Hoffman Rutledge;Engenharia de Materiais - Sao Carlos;2;1;744.43
1328;Dolan Dean Giles;Fisica - Sorocaba;2;3;744.33
1329;Kato Powell Tanner;Engenharia Agronomica - Araras;2;5;744.29
1330;Ginger James Mendoza;Engenharia Civil - Sao Carlos;2;4;744.25
1331;Brianna Blackburn Rojas;Quimica - Sao Carlos;1;5;744.20
1332;Chantale Gilmore Delgado;Fisioterapia - Sao Carlos;1;4;744.13
1333;Brenden Ortiz Rivera;Ciencias Econimcas - Sorocaba;1;4;744.11
1334;Shaeleigh Graham Hart;Biblioteconomia - Sao Carlos;1;3;744.00
1335;Heidi Bradshaw Sanders;Engenharia Mecanica - Sao Carlos;2;2;744.00
1336;Lamar Jennings Hardin;Enfermagem - Sao Carlos;1;5;744.00
1337;Quon Kinney Petty;Geografia - Sorocaba;1;2;743.88
1338;Caryn Henderson Kidd;Biblioteconomia - Sao Carlos;1;5;743.88
1339;Gisela Butler James;Engenharia Quimica - Sao Carlos;1;1;743.86
1340;Eagan Downs Sellers;Engenharia Mecanica - Sao Carlos;1;4;743.86
1341;Desiree Barber Cline;Fisica - Araras;2;5;743.78
1342;Doris Pratt Schultz;Fisica - Araras;1;3;743.67
1343;Hyatt Gibson Yates;Fisica - Sao Carlos;1;5;743.57
1344;Lisandra Kent Garza;Engenharia Quimica - Sao Carlos;1;1;743.43
1345;Rahim Cooper Padilla;Educacao Especial - Sao Carlos;2;1;743.43
1346;Paloma Stephens Hardy;Engenharia Quimica - Sao Carlos;1;1;743.29
1347;Paki Cote Barry;Turismo - Sorocaba;1;1;743.22
1348;Randall Byrd Atkinson;Administracao - Sorocaba;1;3;743.13
1349;Madeson Carver Patterson;Biblioteconomia - Sao Carlos;1;3;743.13
1350;Cynthia Rollins Oconnor;Engenharia Mecanica - Sao Carlos;1;3;743.00
1351;Lacey;Biotecnologia - Araras;2;5;742.89
1352;Anastasia Wilder Conrad;Engenharia de alimentos - Lagoa do Sino;1;5;742.78
1353;Callum English Frederick;Geografia - Sorocaba;1;5;742.75
1354;Vladimir Collier Baldwin;Pedagogia - Sao Carlos;2;5;742.71
1355;Chiquita Wooten Miles;Engenharia Agronomica - Lagoa do Sino;2;1;742.67
1356;Lael Barlow Kane;Ciencias Sociais - Sao Carlos;1;2;742.57
1357;Carissa Gilliam Frye;Filosofia - Sao Carlos;1;5;742.50
1358;Jana Moreno Larson;Psicologia - Sao Carlos;1;5;742.44
1359;Azalia Singleton Harrington;Ciencias Econimcas - Sorocaba;2;1;742.44
1360;Raya Mcfarland Lang;Linguistica - Sao Carlos;1;5;742.38
1361;Stacy Lott Maynard;Ciencias Biologicas - Sao Carlos;1;5;742.38
1362;Leila Weiss Taylor;Engenharia Civil - Sao Carlos;1;3;742.38
1363;Anne Kaufman Lloyd;Engenharia Eletrica - Sao Carlos;1;1;742.14
1364;Cassidy;Agroecologia - Araras;1;5;742.14
1365;Alexandra Sims Mayo;Ciencias Econimcas - Sorocaba;1;2;742.00
1366;Cole Davis Hester;Engenharia Eletrica - Sao Carlos;1;1;742.00
1367;Holmes Crawford Cook;Agroecologia - Araras;1;5;742.00
1368;Caleb Wall Mcleod;Engenharia Agronomica - Lagoa do Sino;1;1;741.89
1369;Aubrey Rios Beck;Educacao Especial - Sao Carlos;2;3;741.71
1370;Quyn Holder Henson;Imagem Som - Sao Carlos;2;3;741.63
1371;Portia Tucker Rosario;Engenharia Eletrica - Sao Carlos;1;1;741.57
1372;Amy Hubbard Huffman;Educacao Especial - Sao Carlos;1;5;741.57
1373;Moana Acosta Mcdowell;Traducao e Interpretacao em Lingua Brasileira de Sinais - Libras/Lingua Portuguesa - Sao Carlos;2;4;741.43
1374;Halla Ochoa Neal;Ciencias Biologicas - Sao Carlos;2;5;741.38
1375;Alice Alford Navarro;Engenharia Agronomica - Lagoa do Sino;1;1;741.33
1376;Olivia Church Kidd;Ciencias Biologicas - Sao Carlos;2;5;741.25
1377;Justina Mcintyre Hensley;Geografia - Sorocaba;2;4;741.25
1378;Berk Garrett Santana;Engenharia Ambiental - Lagoa do Sino;1;1;741.22
1379;Curran Burns Nelson;Engenharia Fisica - Sao Carlos;1;5;741.00
1380;Eaton Obrien Bonner;Administracao - Sorocaba;1;3;741.00
1381;Sara Bennett Atkinson;Engenharia Quimica - Sao Carlos;1;3;740.86
1382;Delilah Mcmillan Dotson;Engenharia de alimentos - Lagoa do Sino;2;5;740.67
1383;Grant Gray Harrison;Linguistica - Sao Carlos;1;2;740.63
1384;Garth Valdez Burgess;Biotecnologia - Sao Carlos;1;5;740.50
1385;Britanni Mcmillan Mcclure;Engenharia Quimica - Sao Carlos;1;3;740.43
1386;Vivien Warner Monroe;Engenharia Civil - Sao Carlos;2;4;740.38
1387;Henry Butler Combs;Engenharia Ambiental - Lagoa do Sino;1;5;740.33
1388;Claudia Rollins Trujillo;Traducao e Interpretacao em Lingua Brasileira de Sinais - Libras/Lingua Portuguesa - Sao Carlos;2;5;740.29
1389;Deborah Mann Osborn;Biotecnologia - Sao Carlos;1;3;740.25
1390;Abdul Manning Wolfe;Linguistica - Sao Carlos;1;2;740.25
1391;Yvette Mayer Mccullough;Pedagogia - Sao Carlos;2;1;740.14
1392;Hall Madden Kemp;Filosofia - Sao Carlos;1;5;740.13
1393;Cally Zimmerman Hanson;Ciencia da Computacao - Sao Carlos;1;2;740.00
1394;Walker Kirk Castaneda;Ciencia da Computacao - Sorocaba;1;5;739.88
1395;Ebony Nielsen Rojas;Engenharia Mecanica - Sao Carlos;2;3;739.71
1396;Sybill Young Gates;Turismo - Sorocaba;1;5;739.67
1397;Tatyana Perry Day;Biotecnologia - Araras;1;5;739.67
1398;Sigourney Wynn Randall;Fisica - Araras;2;3;739.44
1399;Chase Pitts Pitts;Engenharia Mecanica - Sao Carlos;2;2;739.43
1400;Hop Ward Mayer;Educacao Especial - Sao Carlos;2;3;739.43
1401;Dorothy Bruce Rich;Ciencias Sociais - Sao Carlos;2;1;739.29
1402;May Owen Powers;Imagem Som - Sao Carlos;1;1;739.25
1403;Lyle Dunn Sweeney;Geografia - Sorocaba;2;3;739.25
1404;Fritz Hess Simmons;Gerontologia - Sao Carlos;2;5;739.22
1405;Aubrey;Ciencias Biologicas - Araras;1;5;739.00
1406;Ross Lopez Bean;Psicologia - Sao Carlos;1;5;738.78
1407;Unity Herman Taylor;Quimica - Sorocaba;1;5;738.78
1408;Gray Anderson Burch;Geografia - Sorocaba;1;1;738.75
1409;Chastity Garrett Petersen;Gerontologia - Sao Carlos;2;3;738.67
1410;Noel Ochoa Jefferson;Biotecnologia - Sao Carlos;1;5;738.50
1411;Amelia David Shannon;Enhenharia de Producao - Sao Carlos;1;2;738.43
1412;Myra Vazquez Rosa;Pedagogia - Sao Carlos;2;5;738.29
1413;Irene;Agroecologia - Araras;1;5;738.29
1414;Victoria Carpenter Meyer;Enhenharia de Producao - Sao Carlos;1;5;738.29
1415;Jolene Rojas Potts;Engenharia Florestal - Sorocaba;1;5;738.13
1416;August Woodard Klein;Psicologia - Sao Carlos;1;5;737.89
1417;Graham Travis Dale;Filosofia - Sao Carlos;2;1;737.88
1418;Hu Garrison Santos;Fisica - Sao Carlos;1;5;737.86
1419;Zia Owen Carney;Ciencia da Computacao - Sorocaba;2;1;737.75
1420;Hayfa Mcneil Robinson;Fisica - Araras;2;1;737.67
1421;Hop Bradford Willis;Quimica - Sao Carlos;1;1;737.60
1422;Daryl Conway Hunt;Engenharia Agronomica - Lagoa do Sino;1;5;737.44
1423;Candice Palmer Ellison;Biblioteconomia - Sao Carlos;1;2;737.25
1424;Aurelia Gordon Potts;Engenharia Ambiental - Lagoa do Sino;1;5;737.22
1425;Shelley Harrell Fuller;Ciencias Biologicas - Sao Carlos;1;4;737.13
1426;Dacey Gardner Murray;Gestao e Analise Ambiental - Sao Carlos;1;3;737.13
1427;Maite Parks James;Engenharia Agronomica - Araras;2;5;737.00
1428;Austin Myers Harrington;Filosofia - Sao Carlos;1;5;737.00
1429;Keely Hampton Meyer;Terapia Ocupacional - Sao Carlos;2;1;737.00
1430;Angelica Stafford Spears;Ciencias Biologicas - Sorocaba;1;1;736.88
1431;Riley Luna Henderson;Enhenharia de Producao - Sao Carlos;2;4;736.86
1432;Sonya Love Snyder;Engenharia Civil - Sao Carlos;1;1;736.75
1433;Carter Cook Bowen;Gerontologia - Sao Carlos;1;5;736.56
1434;Sybill Wong Carver;Linguistica - Sao Carlos;1;5;736.38
1435;Denise Hopper Jenkins;Engenharia Eletrica - Sao Carlos;1;3;736.29
1436;Sylvia Castaneda Mejia;Engenharia de Producao - Sorocaba;1;5;736.13
1437;Tana Garrison Puckett;Ciencias Biologicas - Sao Carlos;2;1;735.88
1438;Neil Brooks Howell;Fisioterapia - Sao Carlos;2;4;735.75
1439;Ignacia Oneil Chambers;Ciencias Sociais - Sao Carlos;1;4;735.71
1440;Mona Fleming Greer;Ciencia da Computacao - Sao Carlos;1;3;735.63
1441;Emerald Holloway Vazquez;Geografia - Sorocaba;1;5;735.50
1442;Sylvester;Biotecnologia - Araras;1;5;735.44
1443;Courtney Fleming Barrett;Engenharia Quimica - Sao Carlos;1;3;735.43
1444;Ezekiel Lewis Frye;Engenharia Quimica - Sao Carlos;1;4;735.43
1445;Chanda Mccormick Goodman;Engenharia Civil - Sao Carlos;1;5;735.38
1446;April Kemp Burns;Quimica - Araras;1;5;735.33
1447;Pascale Barber Rosa;Fisica - Araras;1;5;735.22
1448;Libby Hunt Vaughn;Engenharia Fisica - Sao Carlos;1;5;735.14
1449;Sade Holder Stevenson;Engenharia de alimentos - Lagoa do Sino;2;5;735.11
