Classificados por curso:

Curso:;Agroecologia - Araras
Posicao;Nome;Opcao;Grupo;Media
8;CONSTANCE MIDDLETON GOODMAN;1;1;828.86
9;SIMONE HENDRIX HIGGINS;1;5;819.14
10;NATHANIEL TAYLOR GUY;1;1;817.14
11;RHONA MENDEZ TODD;1;3;817.14
12;TIMOTHY PARK MOODY;2;4;809.71
13;MECHELLE FIELDS HUNTER;1;5;803.43
14;CHRISTOPHER AYALA BARRON;1;1;797.57
15;LAWRENCE FITZPATRICK LANGLEY;2;1;792.14
16;ROANNA GARNER BERRY;1;1;788.29
17;OLGA ESPINOZA COMBS;1;1;786.00
18;SETH ROACH HICKMAN;1;1;784.71
19;ASPEN CABRERA MORSE;1;1;783.43
20;THADDEUS LINDSAY BATTLE;2;5;782.57
21;HERMIONE CAREY CRAFT;2;4;781.71
22;CLAUDIA FROST HIGGINS;1;3;772.57
23;LILA CLARKE WADE;1;2;769.00
24;ARSENIO RAY SLATER;1;5;766.86
25;QUYN SUMMERS REESE;2;2;764.86
26;MIRIAM CANTRELL ARMSTRONG;2;2;762.57
27;PETER CERVANTES REESE;1;1;761.86
28;ADARA HENSLEY BELL;1;3;754.86
29;KIBO NIEVES WEST;1;4;754.29
30;HEIDI BRADSHAW SANDERS;2;2;744.00
31;EAGAN DOWNS SELLERS;1;4;743.86
32;CYNTHIA ROLLINS OCONNOR;1;3;743.00
33;EBONY NIELSEN ROJAS;2;3;739.71
34;CHASE PITTS PITTS;2;2;739.43
35;ASHTON MADDOX LOPEZ;1;3;733.14
36;MARIAM KANE LOWE;1;5;725.14
37;DOLAN HOPPER EVANS;1;5;711.71
38;BO BOWERS PARK;1;5;711.29
39;SYBIL PARKER BOYD;2;4;709.29
40;DYLAN PETTY MCBRIDE;2;5;708.86
41;ETHAN SALAS KOCH;1;5;694.14
42;LYSANDRA VANCE LARA;2;5;689.14
43;KADEN WHITFIELD COTTON;2;5;688.57
44;MAITE MCCONNELL POWERS;1;3;685.29
45;NEVADA SUMMERS MATHIS;1;5;682.00
46;GERMAINE COBB LEONARD;1;5;671.00
47;HIROKO VASQUEZ STEELE;2;5;670.00
48;RYAN MENDEZ CURRY;1;5;654.00
49;WHOOPI BUTLER BRYANT;2;5;648.71
50;CHIQUITA STOUT FARRELL;2;5;645.43
51;VICTORIA SALAZAR WILLIAM;1;5;630.86
52;STEPHANIE WILKERSON CRAFT;1;5;622.29
53;JOEL MCCLURE HAHN;1;5;602.00
54;MELODIE CALHOUN MOONEY;1;5;582.14
55;NEVADA SPENCER VILLARREAL;1;5;573.00
56;BERK QUINN POWELL;2;5;543.57
57;DENNIS ROWE BROWN;1;5;509.14
58;RAHIM GAINES HERRING;2;5;507.14


Curso:;Engenharia Quimica - Sao Carlos
Posicao;Nome;Opcao;Grupo;Media
1;SEBASTIAN MORAN PEREZ;1;2;900.57
2;PERRY WINTERS WALTON;1;5;884.86
3;VIELKA FRY VELAZQUEZ;1;3;875.86
4;EZRA DORSEY SALAS;1;2;855.57
5;HONORATO BISHOP HYDE;1;2;825.57
6;AHMED DELEON BAIRD;1;3;816.57
7;TALLULAH MALONE KIRKLAND;1;2;811.00
8;JONAS POWERS RAMIREZ;1;5;794.14
9;MARY BALDWIN GOODWIN;1;3;791.00
10;DOMINIC BELL GREER;1;4;790.57
11;ALFREDA GARNER SAUNDERS;1;3;789.43
12;JOEL FLOWERS LIVINGSTON;1;5;789.00
13;ZANE HALE GARRETT;2;4;789.00
14;HENRY AVILA BENJAMIN;2;3;786.71
15;KARLEIGH SAVAGE HUBER;2;3;786.29
16;WILMA CHANEY HOPPER;1;2;782.43
17;BLAZE HALE ROTH;1;2;782.43
18;AVA GALLAGHER VEGA;1;5;777.14
19;XENOS DOMINGUEZ RUTLEDGE;2;4;776.43
20;AIKO KIRKLAND AVILA;1;1;773.14
21;JELANI NIXON MATTHEWS;1;1;769.86
22;SHEA VELAZQUEZ STEPHENSON;2;4;765.71
23;LILAH COLON FLYNN;1;1;764.43
24;RIA SALAS HERNANDEZ;2;2;760.71
25;LUCIAN KEMP GREEN;1;5;760.14
26;ROBIN DAUGHERTY SOLIS;1;5;757.29
27;EMERY HOWE MEYER;2;3;750.71
28;HANAE JOYCE ALLEN;1;4;748.86
29;MAGGIE WEEKS SIMON;1;5;747.71
30;JESSE SUTTON MCPHERSON;1;5;747.57
31;GARRISON VAUGHN SNYDER;1;5;747.43
32;SANDRA ROCHA JOHNS;2;5;744.86
33;ROWAN STEVENSON BIRD;1;4;744.71
34;GISELA BUTLER JAMES;1;1;743.86
35;LISANDRA KENT GARZA;1;1;743.43
36;PALOMA STEPHENS HARDY;1;1;743.29
37;SARA BENNETT ATKINSON;1;3;740.86
38;BRITANNI MCMILLAN MCCLURE;1;3;740.43
39;EZEKIEL LEWIS FRYE;1;4;735.43
40;COURTNEY FLEMING BARRETT;1;3;735.43
41;JENNA MCBRIDE RICHARDS;1;3;732.14
42;AUDREY QUINN NICHOLSON;2;3;731.00
43;LACOTA MCKENZIE WISE;1;3;728.71
44;LENORE CLARKE KIDD;1;5;727.14
45;MACY NICHOLSON MUNOZ;2;1;724.00
46;NAOMI SIMS GREGORY;1;1;720.86
47;BETHANY BRENNAN BURNS;2;1;719.57
48;KEATON KELLEY JIMENEZ;2;5;712.71
49;ULYSSES BANKS FOX;1;5;703.71
50;APRIL DUFFY SCHWARTZ;1;1;700.57
51;STEPHANIE PORTER HEAD;2;1;699.86
52;GALVIN HARDING PACE;2;1;696.29
53;JANNA FIGUEROA GRAVES;2;1;696.29
54;VELMA DAVENPORT ROY;2;5;695.00
55;SHAY MALONE RIVERS;1;5;690.86
56;ARETHA CASTANEDA GARDNER;1;5;676.71
57;HALLA DIXON SPEARS;1;5;668.71
58;EZEKIEL MULLEN PERKINS;2;5;659.71
59;NEREA HARRIS KEMP;1;5;656.14
60;MERRILL RANDALL RANDALL;1;5;654.29
61;PATRICIA HUFF RATLIFF;2;5;649.43
62;HELEN CONTRERAS QUINN;1;5;645.86
63;JENA CLAYTON SNOW;2;5;621.86
64;SARAH MANN LARSEN;2;5;567.86
65;NAIDA CARNEY BUSH;2;5;566.00
66;LAREINA VALENZUELA FOSTER;2;5;552.14


Curso:;Estatistica - Sao Carlos
Posicao;Nome;Opcao;Grupo;Media
1;PRISCILLA SNYDER BOYD;1;2;917.43
2;SHOSHANA CASTRO ROTH;1;4;898.14
3;WILLIAM RICE GOFF;1;3;895.00
4;CHANNING HURST CLARK;1;3;876.14
5;URSA HENSON HENDRICKS;1;3;865.71
6;HEDY BREWER PARKS;1;2;861.43
7;AIDAN MONTOYA COOKE;1;3;838.71
8;COURTNEY PEREZ NICHOLS;1;1;836.14
9;LILAH KING MCCALL;1;1;834.29
10;NAYDA GOMEZ CHEN;1;3;833.00
11;CARSON HOPKINS BURKS;1;2;823.14
12;HEDLEY PUCKETT MOLINA;1;4;814.14
13;FRANCIS FARRELL PATTERSON;1;3;807.71
14;ALEXANDRA ELLISON CASTILLO;1;2;802.14
15;FLORENCE BERGER SOLIS;1;2;783.14
16;INDIGO CALDERON ANDERSON;1;5;780.14
17;RINAH LOTT SHEPARD;2;1;779.29
18;NAIDA TYSON BENTON;1;1;772.29
19;WYATT BARBER BAUER;2;3;772.00
20;BRETT BURNETT ROWLAND;1;5;770.00
21;ORA BASS FORBES;1;4;766.71
22;AMANDA WALTON PRATT;2;5;764.71
23;MEREDITH KLINE DUKE;2;1;762.14
24;CHANEY MCCOY MCCALL;1;4;761.29
25;CIARAN MOSES WOOTEN;2;1;760.57
26;ERICA ORR COHEN;1;5;752.57
27;BO MULLINS BLAIR;2;1;749.43
28;CLAIRE PETERSON THOMPSON;1;5;711.57
29;SHAFIRA WONG MELTON;2;5;701.86
30;DREW HARTMAN PERRY;2;5;701.14
31;SHAD BONNER ALEXANDER;1;5;699.86
32;LEWIS PACE CARNEY;2;5;697.86
33;BRYNN MCCARTY PARSONS;2;5;686.57
34;ILLIANA OSBORN RIVERA;1;5;663.14
35;ISABELLA WILLIAMSON JENKINS;1;5;656.29
36;OMAR PEREZ STEIN;2;5;650.57
37;NICHOLE JONES HANCOCK;1;5;647.00
38;KIRESTIN BURTON CABRERA;2;5;641.43
39;JARROD WOODS GALLAGHER;1;5;638.86
40;NEVILLE MCFADDEN EWING;2;5;631.29
41;AMY FREEMAN SOLOMON;2;5;600.29
42;RAE MITCHELL GILLESPIE;2;5;592.86
43;MANNIX COLEMAN SAWYER;1;5;585.43
44;BEVERLY SERRANO SANCHEZ;2;5;584.57
45;LANCE ANDREWS GRAVES;2;5;583.71


Curso:;Filosofia - Sao Carlos
Posicao;Nome;Opcao;Grupo;Media
1;KYLEE VALENZUELA ARMSTRONG;1;5;878.38
2;UTA LEBLANC BONNER;1;4;863.75
3;GERMAINE GILMORE BURKE;1;2;859.38
4;MARY SAVAGE WILLIAM;1;2;852.25
5;VIRGINIA SHEPARD GUERRERO;1;2;845.25
6;PAMELA HODGES REEVES;1;5;834.38
7;AMOS VANCE MADDOX;1;3;829.25
8;SERENA MELTON BURNS;1;5;805.75
9;MAITE DUNCAN CRAFT;1;5;805.63
10;MACEY GOFF MCLEOD;1;2;802.38
11;OSCAR PAGE FLOYD;1;4;789.63
12;YETTA CRANE SCHNEIDER;2;3;786.88
13;UNITY VAUGHN GROSS;1;4;773.25
14;DORIAN CONLEY HERRING;1;5;772.75
15;DYLAN BUCK POWERS;1;3;772.63
16;ASHTON BRANCH MYERS;1;4;768.38
17;BELL HANSON RIVERS;1;3;765.50
18;CLARKE ELLIOTT BOND;2;3;764.88
19;YOSHI FARLEY MILLER;1;5;761.00
20;MAIA FLORES POWERS;1;1;757.75
21;LANE KELLY ENGLAND;1;1;752.75
22;DAI LESTER BROWN;2;1;752.00
23;CARISSA GILLIAM FRYE;1;5;742.50
24;HALL MADDEN KEMP;1;5;740.13
25;GRAHAM TRAVIS DALE;2;1;737.88
26;AUSTIN MYERS HARRINGTON;1;5;737.00
27;SYDNEE MORTON CAMERON;2;1;728.13
28;QUYN HAMPTON WHITNEY;1;5;695.00
29;MYRA MARQUEZ WALLS;1;5;688.63
30;CELESTE MCMAHON NICHOLS;2;5;688.50
31;HARPER AGUILAR MEDINA;1;5;682.50
32;GRAHAM TRUJILLO BARRON;1;5;680.50
33;LENORE RUSH HARVEY;1;5;675.75
34;DESIRAE WATTS CARR;2;5;674.50


Curso:;Fisica - Sao Carlos
Posicao;Nome;Opcao;Grupo;Media
1;NOLAN MORRIS BROCK;1;2;868.00
2;JESSE HAYDEN SNYDER;1;4;830.57
3;ABRAHAM SIMS SIMON;1;3;816.57
4;SARA GALLEGOS SPENCE;1;4;802.71
5;LISANDRA THOMAS GIBBS;2;5;799.43
6;DEMETRIA CHAN WELLS;1;3;792.29
7;SKYLER PATE LEON;1;2;791.71
8;GIL HAYS ROBERSON;1;3;783.57
9;SACHA MCKINNEY MUELLER;1;5;780.71
10;CECILIA CHARLES MORSE;2;2;779.29
11;SUSAN HUGHES POWELL;1;3;774.57
12;MAGGIE DODSON OLIVER;1;5;768.43
13;FLAVIA REYNOLDS GIBSON;1;4;765.29
14;ALEC WASHINGTON BEARD;1;1;761.14
15;ZOE BLEVINS KLINE;2;1;759.29
16;WYLIE MUELLER AGUIRRE;1;5;744.86
17;HYATT GIBSON YATES;1;5;743.57
18;HU GARRISON SANTOS;1;5;737.86
19;ORSON CASEY WOOTEN;2;5;731.86
20;CHEROKEE MACIAS KANE;1;1;730.29
21;JUSTINE LONG EDWARDS;1;5;727.00
22;MADISON MALONE ACEVEDO;1;1;718.57
23;KEIKO BOWMAN TYLER;1;5;713.43
24;BRENNAN SANDOVAL SILVA;1;1;708.86
25;CARLA COHEN BEAN;2;5;668.57
26;AVYE LEVY LOGAN;1;5;657.14
27;SHOSHANA EMERSON STRONG;2;5;640.71
28;VANNA SWANSON MYERS;1;5;638.14
29;SYDNEE GAMBLE NEAL;2;5;623.00
30;TARA GALLOWAY FRYE;1;5;591.57


Curso:;Fisioterapia - Sao Carlos
Posicao;Nome;Opcao;Grupo;Media
1;CONNOR ODOM MOSLEY;1;1;897.38
2;WILLOW BATTLE CALHOUN;1;3;844.75
3;PATIENCE WEBSTER KIRK;1;1;843.00
4;KESSIE LAWRENCE RHODES;1;2;833.13
5;LEILA ROACH LLOYD;1;1;820.13
6;RAYA PECK MICHAEL;1;4;816.00
7;HAMMETT MAYNARD MAYER;1;3;808.38
8;THOMAS SIMPSON BROOKS;1;3;801.38
9;WARREN AUSTIN RICHARDSON;1;2;800.88
10;FRANCESCA LEVY POWELL;1;5;795.38
11;DORA BRIGGS FORBES;1;1;791.88
12;IGNACIA RIGGS JOHNSON;1;5;784.75
13;RAPHAEL ROBERSON VANG;2;4;781.25
14;GISELLE HOLT HATFIELD;1;4;780.88
15;LANCE YATES STEPHENSON;1;5;778.63
16;MADONNA BARTLETT RIDDLE;1;4;777.13
17;JAIME PENA SUAREZ;1;1;776.88
18;QUAMAR PETERSON PERRY;1;5;776.38
19;PATRICIA LLOYD HOLDEN;2;2;775.13
20;CELESTE CARRILLO DOWNS;1;5;773.63
21;CONSTANCE BAKER GOLDEN;1;1;772.38
22;ILIANA GILL FROST;2;2;770.13
23;PATIENCE LYONS CALDWELL;1;3;766.50
24;REBEKAH BEST LAWSON;1;1;764.75
25;WHOOPI MOORE GARZA;1;1;761.88
26;BRENT ADAMS MATTHEWS;1;2;760.75
27;IMANI SUAREZ BUCKLEY;2;3;749.38
28;KRISTEN WONG DEAN;2;3;747.75
29;CHANTALE GILMORE DELGADO;1;4;744.13
30;ELIZABETH PACHECO GILES;2;3;734.63
31;BRANDEN WALLACE KNAPP;2;5;730.25
32;SHANNON ROSARIO STUART;1;5;726.00
33;JOLENE BALDWIN RICHARDS;1;5;718.75
34;OPRAH CHRISTIAN COMBS;1;5;718.50
35;ALEXANDRA HENDRICKS VILLARREAL;2;5;701.25
36;HAMMETT SPENCER VALENZUELA;1;5;696.63
37;DARYL HERNANDEZ COLE;2;5;662.38
38;HILLARY HOUSTON FARLEY;1;5;662.25
39;KIMBERLY PAGE MORGAN;1;5;655.25
40;BYRON BRYANT HOLDEN;1;5;649.25
41;STEWART STEIN AYALA;1;5;649.25
42;BARRY QUINN KNOWLES;2;5;648.63
43;GISELA HALE OLSON;1;5;646.13
44;VINCENT DUNLAP TATE;1;5;629.38
45;IAN SHIELDS STEVENSON;2;5;615.00
46;CHADWICK VAZQUEZ SNIDER;2;5;606.50
47;LEILANI MCKNIGHT LYONS;1;5;599.88
48;MACKENZIE BECK HEAD;2;5;598.88
49;BIANCA CANTRELL MONTOYA;1;5;566.38
50;VIELKA BROWN CONWAY;1;5;553.00


Curso:;Gerontologia - Sao Carlos
Posicao;Nome;Opcao;Grupo;Media
1;AUGUST BERGER MORENO;1;4;898.78
2;DAPHNE DOWNS JOHNS;1;4;867.00
3;WILMA HENDERSON DUNLAP;1;5;851.89
4;FAY HOUSTON LEWIS;1;2;848.78
5;NOELANI RANDALL RIVAS;1;2;846.00
6;KIRSTEN MCCORMICK WAGNER;1;2;829.44
7;ALEXANDRA JARVIS GORDON;1;2;817.44
8;SHAFIRA IRWIN MOLINA;1;3;815.78
9;ISHMAEL HOLMAN SHELTON;1;1;812.67
10;SAGE SELLERS CASTILLO;1;3;781.89
11;KAMEKO BYRD TREVINO;1;3;768.11
12;BRITANNI HOUSE DELACRUZ;1;3;763.11
13;AZALIA WELCH FINCH;1;4;762.22
14;NEREA MULLEN QUINN;1;3;761.56
15;NICHOLE FOREMAN GRIMES;1;1;761.11
16;MACEY MANNING GORDON;1;1;760.56
17;FRITZ HESS SIMMONS;2;5;739.22
18;CHASTITY GARRETT PETERSEN;2;3;738.67
19;CARTER COOK BOWEN;1;5;736.56
20;KATELL PERRY COHEN;2;1;734.00
21;CALLIE BUCKLEY VAUGHN;2;1;733.89
22;HOLMES HANCOCK BEACH;1;5;733.78
23;ACTON BENNETT WILKERSON;1;5;732.00
24;MIKAYLA HAMPTON PAGE;2;5;729.22
25;BARRETT CALDWELL HALE;2;4;727.67
26;DIETER CUMMINGS SUAREZ;1;5;727.11
27;SCOTT BISHOP WINTERS;1;5;715.78
28;JAMESON NICHOLS FULLER;2;1;715.67
29;ARISTOTLE CHRISTIAN LEONARD;1;5;710.33
30;MUFUTAU STANLEY WALTERS;2;5;707.11
31;MARIKO SHERMAN TALLEY;2;5;682.78
32;JARROD FRANKLIN HAYES;1;5;682.56
33;DOLAN SUMMERS WOOD;1;5;668.89
34;JAMALIA GALLAGHER RODRIGUEZ;1;5;633.33
35;JAKEEM BENTLEY BULLOCK;1;5;611.11
36;HANAE KERR RUTLEDGE;1;5;550.78


Curso:;Gestao e Analise Ambiental - Sao Carlos
Posicao;Nome;Opcao;Grupo;Media
1;LAITH LLOYD PHILLIPS;1;5;881.38
2;APRIL PACE HENSON;1;4;842.50
3;ADARA HOWARD LAWRENCE;1;2;840.88
4;SEAN MOON HEWITT;1;4;840.38
5;GRAHAM FISCHER NASH;1;4;830.50
6;EMI ROBERTSON SEXTON;1;5;810.13
7;KAMEKO HENDRIX HORTON;1;3;809.50
8;MEGHAN LEON GILL;1;1;802.25
9;CLARK LESTER PATEL;1;2;800.75
10;SELMA BARRERA BENSON;1;3;797.50
11;TARIK HUGHES CRAIG;2;4;794.38
12;RUTH NASH BEAN;1;2;793.50
13;LAITH HUFF BENTLEY;1;5;789.63
14;ZIA FITZGERALD CLEVELAND;1;3;789.00
15;CHARITY CONRAD HICKS;1;5;787.25
16;KADEN POWELL BROWN;1;5;786.38
17;KRISTEN WOODS WOLFE;1;1;784.00
18;MYLES WOOD NORRIS;2;1;779.25
19;GARY PENA WILKINS;2;3;776.88
20;NIGEL HENDERSON HARPER;1;1;770.88
21;EDEN MCFARLAND HESTER;1;3;770.50
22;KYLIE MCCRAY HARMON;1;1;770.38
23;MARCOS AUGUSTO;1;1;765.38
24;GLENNA MCNEIL RICE;1;2;764.13
25;AIKO MONTGOMERY FLETCHER;2;5;756.00
26;DACEY GARDNER MURRAY;1;3;737.13
27;JACK HOLMES KEMP;1;5;709.50
28;JADE MCCLAIN CLARK;1;5;708.50
29;BREE DORSEY MATTHEWS;1;5;707.25
30;NOLA MORRISON MUNOZ;2;5;699.88
31;ANGELICA RIVAS COTTON;1;5;699.13
32;KEITH WEAVER SWEENEY;1;5;695.25
33;PRICE RANDALL ACOSTA;2;5;687.13
34;ALEXANDRA KEMP PARKER;1;5;668.75
35;JUDITH BIRD GALLOWAY;1;5;655.25
36;SLADE NIEVES CAMPBELL;1;5;648.38
37;GEMMA BEARD HART;2;5;608.75
38;ABEL RODRIQUEZ COPELAND;2;5;606.00
39;PAKI MOSLEY HARDY;1;5;605.63
40;IMANI NICHOLS STAFFORD;1;5;597.38


Curso:;Imagem Som - Sao Carlos
Posicao;Nome;Opcao;Grupo;Media
1;FORREST LUNA STUART;1;4;896.13
2;CHARITY SCHROEDER NELSON;1;2;859.63
3;GRADY RAMOS MCINTYRE;1;2;818.88
4;LAURA PACHECO BRADSHAW;1;3;814.50
5;ZACHARY LARSON BRADY;1;3;812.38
6;XAVIER LINDSAY ROLLINS;1;1;809.13
7;LEIGH STRICKLAND HARPER;2;4;799.25
8;AILEEN ADKINS BENTLEY;1;2;796.13
9;FELICIA STUART THORNTON;2;2;795.75
10;CEDRIC HOUSE NORTON;1;4;793.50
11;QUIN RIGGS COLON;1;5;791.75
12;GRAHAM MILES NAVARRO;1;1;783.00
13;AMY POTTER GUERRERO;1;1;782.75
14;WANG ROLLINS HEATH;2;4;772.50
15;CHARLES BRYANT ADAMS;1;5;771.38
16;DARREL HIGGINS WOODARD;1;1;768.00
17;DREW DALTON ROLLINS;2;1;767.00
18;CHARDE SMALL BUCKLEY;1;1;766.38
19;HALLA YANG CROSBY;2;5;764.88
20;RINAH SALAZAR DURHAM;1;3;758.75
21;HYATT WHEELER JENSEN;1;3;758.13
22;ALADDIN BARLOW PRICE;1;3;752.13
23;IRENE RYAN HAMMOND;1;3;745.38
24;QUYN HOLDER HENSON;2;3;741.63
25;MAY OWEN POWERS;1;1;739.25
26;VIOLET SOTO TYLER;2;5;732.00
27;CHRISTEN GREER CANTU;2;5;729.25
28;FRITZ WILLIS COBB;1;5;728.25
29;YARDLEY BERG OLIVER;1;5;695.88
30;JESSICA LINDSEY MCINTOSH;1;5;688.50
31;KELLY GREER SPEARS;1;5;665.25
32;RINA AYERS STONE;2;5;657.63
33;FERDINAND NICHOLSON DOUGLAS;1;5;647.25
34;ZELENIA DORSEY MCCARTHY;1;5;644.63
35;KEITH MATHEWS BEST;1;5;637.25
36;MAXWELL SHANNON GOOD;2;5;614.63


Curso:;Letras - Sao Carlos
Posicao;Nome;Opcao;Grupo;Media
1;SYDNEE PHILLIPS BALLARD;1;4;856.88
2;KASEEM LOWERY GARRISON;1;2;855.63
3;CARLOS SANTIAGO CALDWELL;1;5;831.50
4;LAUREL ELLIS NORMAN;1;2;824.75
5;SERENA KIDD MENDEZ;1;1;823.50
6;CAIO AUGUSTO;1;5;802.75
7;MARK NOEL CRANE;2;3;799.88
8;NOELANI HESTER GRIFFIN;1;2;792.25
9;MARSDEN QUINN DOWNS;1;2;789.75
10;JERRY BATTLE SARGENT;1;4;789.75
11;ATHENA BARBER BRIDGES;1;3;787.00
12;LOIS HARDY HOUSE;1;1;784.75
13;ANASTASIA HOLCOMB LONG;1;1;780.25
14;KASPER WILLIAM OWENS;1;1;775.13
15;DAHLIA FRANCO CRUZ;1;3;771.25
16;BENJAMIN PACHECO JEFFERSON;1;3;769.38
17;MARK PADILLA SOLOMON;1;1;768.25
18;GARRETT MCCALL DELANEY;1;1;767.38
19;BELL CLINE FLYNN;2;3;765.63
20;BIANCA BURGESS ROMERO;2;3;764.00
21;ASHELY PUGH THORNTON;1;4;754.75
22;KENNAN VINSON MCLEAN;1;4;747.50
23;SHEA SHANNON WILLIAM;1;5;717.00
24;KELLIE ANTHONY POWELL;2;5;716.75
25;OMAR HODGES MIDDLETON;1;5;683.50
26;HILLARY REED COFFEY;1;5;676.13
27;REBEKAH STEVENS LUCAS;1;5;669.88
28;CANDACE PAUL GIBBS;2;5;667.63
29;MACON CLEVELAND MAYS;1;5;655.75
30;KALIA CERVANTES PITTS;2;5;654.50
31;SKYLER FIGUEROA BOWERS;1;5;645.38
32;ALFONSO MAY GUY;1;5;643.13
33;SHANA FERGUSON LAWSON;1;5;638.88
34;LUNEA OWENS MACK;1;5;636.63
35;YEN INGRAM VANCE;1;5;604.63
36;JUSTINA HOLDER PAUL;1;5;598.25
37;IMELDA PACHECO CAIN;1;5;565.50


Curso:;Linguistica - Sao Carlos
Posicao;Nome;Opcao;Grupo;Media
1;CHEROKEE DANIELS CANTRELL;1;5;872.75
2;JESSE GOODMAN SIMPSON;1;5;852.25
3;DRAKE BUCHANAN STOKES;1;3;844.88
4;STEPHEN VALENZUELA LUNA;1;4;832.75
5;LESLIE COFFEY WISE;1;4;825.63
6;ULYSSES PAUL BAKER;1;3;813.75
7;CIARA HOLMAN POTTS;1;1;810.25
8;WING ACEVEDO GREER;1;1;805.00
9;CHLOE FOWLER VARGAS;1;1;804.88
10;ABRA LOWE BROWN;1;4;796.38
11;WENDY BLANKENSHIP GILES;1;5;794.63
12;MARSDEN LEBLANC LONG;1;1;791.63
13;MCKENZIE COOKE MARSH;1;1;789.88
14;WESLEY BYRD PITTMAN;1;1;787.13
15;HOPE HUTCHINSON CARDENAS;1;5;783.88
16;BARCLAY BERG WILKERSON;1;3;782.25
17;OLIVER HAMMOND GILMORE;1;4;779.75
18;SHAY GILMORE GILES;1;5;774.38
19;CLARE SINGLETON ROCHA;1;3;772.50
20;VIVIEN FAULKNER CASTRO;2;2;771.13
21;BRUNO SNIDER WYNN;2;5;771.00
22;JULIE HAYDEN GOMEZ;1;5;770.38
23;CANDICE MCCRAY GLASS;2;3;757.63
24;ARISTOTLE SANCHEZ GRANT;1;2;754.00
25;RAYA MCFARLAND LANG;1;5;742.38
26;GRANT GRAY HARRISON;1;2;740.63
27;ABDUL MANNING WOLFE;1;2;740.25
28;SYBILL WONG CARVER;1;5;736.38
29;ROSALYN CARDENAS BREWER;1;3;718.63
30;JESCIE CAREY AVERY;1;5;716.13
31;KARYN GOOD VALENTINE;1;5;708.75
32;LOUIS AYERS MARSH;1;5;707.75
33;SIGOURNEY MAYNARD HOOPER;1;5;696.13
34;DYLAN KOCH ATKINSON;1;5;691.63
35;KEEGAN SPEARS BARTON;2;5;691.25
36;NISSIM KNOWLES STEWART;1;5;690.63
37;TIMOTHY CONNER CHAPMAN;1;5;686.75
38;BARCLAY CUNNINGHAM KELLEY;1;5;684.00
39;CAMERON VALDEZ BRADSHAW;1;5;683.75
40;MOLLY WILLIAM PRATT;1;5;677.38


Curso:;Matematica - Sao Carlos
Posicao;Nome;Opcao;Grupo;Media
1;JILLIAN MONTGOMERY HOLMES;1;1;910.29
2;DESIREE VELEZ CONWAY;1;2;850.14
3;LENORE TALLEY AYALA;2;1;827.00
4;PRESCOTT CLEMONS BELL;1;5;818.00
5;MELODIE BARKER HOUSTON;1;2;813.71
6;LEIGH TERRY KIRKLAND;1;4;813.57
7;BERNARD SANTANA TERRELL;2;1;811.14
8;DOROTHY STEWART WHITFIELD;1;2;809.86
9;TODD BECKER POWERS;1;5;792.00
10;NELL HARPER MARQUEZ;2;1;791.43
11;CORA AGUILAR DILLON;2;2;787.00
12;MADELINE GARZA NORRIS;2;1;780.43
13;SOPHIA GRAY BARRY;1;3;779.00
14;CAMILLA RIDDLE SANTOS;1;3;778.29
15;ZACHERY MONTOYA RICHARD;1;1;773.57
16;ADRIAN BUCK PORTER;1;5;770.43
17;DARRYL NOLAN BRENNAN;1;4;767.14
18;SONIA BATES REILLY;2;5;763.57
19;HU YANG POPE;1;4;758.14
20;HIROKO THORNTON RAY;1;3;757.57
21;JAYME HUFFMAN DANIEL;1;5;756.43
22;MAITE ONEAL STOUT;1;4;755.29
23;NAOMI HUBBARD DORSEY;2;3;746.43
24;ULRIC SERRANO HUFFMAN;1;3;734.57
25;LENORE KIRK COOK;1;3;730.00
26;TIGER CONLEY BRUCE;2;5;728.29
27;FRITZ BARR FRANKS;1;5;720.43
28;JELANI ZAMORA HOLLAND;2;5;710.57
29;JEREMY NELSON MCKINNEY;1;5;708.86
30;JASPER MCKENZIE ORTIZ;2;5;685.86
31;AMAL CUNNINGHAM FERGUSON;1;5;682.86
32;TALON OWEN GARNER;1;5;678.14
33;MICHAEL MEYERS RUSSELL;2;5;674.86
34;EMERSON MEJIA FRYE;1;5;666.29
35;MAXINE BLACK EWING;2;5;663.43
36;SONIA BENJAMIN RIGGS;1;5;645.29
37;MARAH RUSSO PATRICK;2;5;629.14
38;MOLLIE SOSA HOLDEN;1;5;616.86
39;MACY WONG ANDERSON;2;5;613.71
40;ALINE REESE ROCHA;2;5;605.14


Curso:;Medicina - Sao Carlos
Posicao;Nome;Opcao;Grupo;Media
1;MEIRAS;1;1;999.00
2;ROBERT KIRKLAND CAIN;1;2;935.29
3;KENNAN THORNTON REYNOLDS;1;1;822.29
4;KIRSTEN BARKER REED;2;2;811.43
5;ECHO PHILLIPS COMBS;1;2;806.29
6;STEPHEN SHARP ROBINSON;1;3;802.71
7;PAULA DANIELS CAIN;2;2;798.71
8;EMI WONG COBB;1;5;796.86
9;RHONA WISE AVILA;1;3;794.14
10;JACK PATRICK HUNT;1;5;788.71
11;XANDRA GARRETT CARR;1;5;785.86
12;ISADORA TURNER HENDRICKS;1;4;781.29
13;CAMERON NOLAN VALENZUELA;1;4;779.00
14;PATIENCE KIDD DUDLEY;2;5;776.86
15;AUBREY BLEVINS PRESTON;1;5;775.29
